word_id,word,error_code,chairman_label,abstract_detection_target,risk_priority,detection_scope,feature_trigger,surface_error_pattern,dashboard_group
720,store,FINAL_E_RULE_NOT_REALIZED,CVCe / final-e error,FINAL_E_PATTERN_FAILS_TO_TRIGGER_EXPECTED_LONG_VOWEL_READING_OR_SPELLING,high,reading|spelling,cvc_e,"the final-e pattern is ignored, collapsed, or spelled without final e",pattern_errors
720,store,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,cvc_e|r_controlled:or,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
720,store,R_CONTROLLED_VOWEL_NOT_REALIZED,word-family / pattern confusion,R_CONTROLLED_PATTERN_FAILS_TO_SURFACE_AS_THE_EXPECTED_R_COLORED_VOWEL,high,pronunciation|reading|spelling,r_controlled:or,"the r-controlled vowel is flattened, split, or replaced",pattern_errors
720,store,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:r,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
721,storm,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
721,storm,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
721,storm,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster|onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
721,storm,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
721,storm,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
721,storm,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
721,storm,R_CONTROLLED_VOWEL_NOT_REALIZED,word-family / pattern confusion,R_CONTROLLED_PATTERN_FAILS_TO_SURFACE_AS_THE_EXPECTED_R_COLORED_VOWEL,high,pronunciation|reading|spelling,r_controlled:or,"the r-controlled vowel is flattened, split, or replaced",pattern_errors
721,storm,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,r_controlled:or,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
721,storm,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m|r,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
722,straw,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
722,straw,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
722,straw,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
722,straw,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
722,straw,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
722,straw,VOWEL_TEAM_NOT_REALIZED,word-family / pattern confusion,VOWEL_TEAM_PATTERN_SPLIT_OR_REALIZED_WITH_WRONG_VOWEL_VALUE,high,reading|spelling,vowel_team:aw,the vowel team is broken apart or mapped to the wrong sound,pattern_errors
722,straw,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,vowel_team:aw,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
722,straw,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:r,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
723,stray,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
723,stray,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
723,stray,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
723,stray,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
723,stray,VOWEL_TEAM_NOT_REALIZED,word-family / pattern confusion,VOWEL_TEAM_PATTERN_SPLIT_OR_REALIZED_WITH_WRONG_VOWEL_VALUE,high,reading|spelling,vowel_team:ay,the vowel team is broken apart or mapped to the wrong sound,pattern_errors
723,stray,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,vowel_team:ay,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
723,stray,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:r,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
724,street,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
724,street,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
724,street,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
724,street,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
724,street,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
724,street,VOWEL_TEAM_NOT_REALIZED,word-family / pattern confusion,VOWEL_TEAM_PATTERN_SPLIT_OR_REALIZED_WITH_WRONG_VOWEL_VALUE,high,reading|spelling,vowel_team:ee,the vowel team is broken apart or mapped to the wrong sound,pattern_errors
724,street,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,vowel_team:ee,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
724,street,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:r,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
725,string,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
725,string,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
725,string,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster|onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
725,string,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
725,string,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
725,string,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
725,string,CONSONANT_DIGRAPH_NOT_REALIZED,word-family / pattern confusion,DIGRAPH_IS_READ_AS_SEPARATE_LETTERS_OR_SUBSTITUTED_WITH_A_DIFFERENT_CONSONANT,medium,pronunciation|reading|spelling,digraph:ng,the digraph is split or replaced with a non-target consonant,pattern_errors
725,string,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
725,string,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:n|r,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
726,strip,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
726,strip,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
726,strip,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
726,strip,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
726,strip,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
726,strip,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
726,strip,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:p|r,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
727,strong,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
727,strong,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
727,strong,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster|onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
727,strong,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
727,strong,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
727,strong,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
727,strong,CONSONANT_DIGRAPH_NOT_REALIZED,word-family / pattern confusion,DIGRAPH_IS_READ_AS_SEPARATE_LETTERS_OR_SUBSTITUTED_WITH_A_DIFFERENT_CONSONANT,medium,pronunciation|reading|spelling,digraph:ng,the digraph is split or replaced with a non-target consonant,pattern_errors
727,strong,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
727,strong,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:n|r,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
728,struck,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
728,struck,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
728,struck,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster|onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
728,struck,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
728,struck,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
728,struck,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
728,struck,CONSONANT_DIGRAPH_NOT_REALIZED,word-family / pattern confusion,DIGRAPH_IS_READ_AS_SEPARATE_LETTERS_OR_SUBSTITUTED_WITH_A_DIFFERENT_CONSONANT,medium,pronunciation|reading|spelling,digraph:ck,the digraph is split or replaced with a non-target consonant,pattern_errors
728,struck,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
728,struck,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:r,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
729,stuck,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
729,stuck,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
729,stuck,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster|onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
729,stuck,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
729,stuck,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
729,stuck,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
729,stuck,CONSONANT_DIGRAPH_NOT_REALIZED,word-family / pattern confusion,DIGRAPH_IS_READ_AS_SEPARATE_LETTERS_OR_SUBSTITUTED_WITH_A_DIFFERENT_CONSONANT,medium,pronunciation|reading|spelling,digraph:ck,the digraph is split or replaced with a non-target consonant,pattern_errors
729,stuck,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
730,stuff,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
730,stuff,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
730,stuff,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster|onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
730,stuff,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
730,stuff,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
730,stuff,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
730,stuff,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
730,stuff,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:f,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
731,such,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
731,such,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
731,such,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
731,such,CONSONANT_DIGRAPH_NOT_REALIZED,word-family / pattern confusion,DIGRAPH_IS_READ_AS_SEPARATE_LETTERS_OR_SUBSTITUTED_WITH_A_DIFFERENT_CONSONANT,medium,pronunciation|reading|spelling,digraph:ch,the digraph is split or replaced with a non-target consonant,pattern_errors
731,such,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
732,summer,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
732,summer,R_CONTROLLED_VOWEL_NOT_REALIZED,word-family / pattern confusion,R_CONTROLLED_PATTERN_FAILS_TO_SURFACE_AS_THE_EXPECTED_R_COLORED_VOWEL,high,pronunciation|reading|spelling,r_controlled:er,"the r-controlled vowel is flattened, split, or replaced",pattern_errors
732,summer,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,longer_word|r_controlled:er,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
732,summer,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:m|r,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
732,summer,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,low,pronunciation|reading|segmentation_task,longer_word,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
732,summer,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,low,reading|pronunciation,longer_word,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
733,sun,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
733,sun,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
733,sun,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:n,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
734,sunny,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:n,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
734,sunny,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,low,pronunciation|reading|segmentation_task,longer_word,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
734,sunny,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,low,reading|pronunciation,longer_word,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
734,sunny,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,longer_word,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
735,swim,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
